,0_SV,0_time,0_layer,1_SV,1_time,1_layer,2_SV,2_time,2_layer,3_SV,3_time,3_layer,4_SV,4_time,4_layer,5_SV,5_time,5_layer,6_SV,6_time,6_layer,7_SV,7_time,7_layer,8_SV,8_time,8_layer,9_SV,9_time,9_layer
510,-0.008267714086110812,49.29124712944031,1112,-0.005414456420681972,64.86073064804077,1528,0.000721438406964806,77.33226585388184,1868,-0.005923814969520039,29.483662605285645,565,0.004697235363103637,81.19901418685913,1997,-0.011459135029413944,78.38778829574585,1928,0.014539448832345824,65.39816164970398,1577,-3.5999455797230815e-05,75.50828742980957,1821,0.006156326506702397,32.558109283447266,650,9.689545678063605e-06,26.340378284454346,477
511,-0.007827668217942119,60.2248957157135,1413,-0.005287969834171259,74.86632513999939,1795,0.000682163401506843,13.608845472335815,119,-0.006309331161901348,19.895119428634644,302,0.004677959717810151,13.535421371459961,129,-0.011456783395260588,59.75682973861694,1401,0.014408183400519215,37.88824820518494,785,-0.00021193851716816604,52.95913553237915,1207,0.006102978950366374,53.51610016822815,1221,-0.002005383954383435,42.128249645233154,915
512,-0.0078823628016615,74.21618676185608,1793,-0.00510012034551909,62.59442162513733,1476,0.0006274500785515341,44.63763213157654,982,-0.006332176354428706,37.656530141830444,784,0.004687893111803376,43.52649807929993,941,-0.01148825802533484,71.66247272491455,1721,0.014078531581291236,41.54894161224365,901,-4.5094922272087204e-05,30.89140248298645,596,0.006071079660345003,50.07924795150757,1127,-0.002198842533847744,34.31505870819092,692
513,-0.00811825698451773,43.57927966117859,946,-0.00534252978948306,18.70355463027954,269,0.0003693064363086288,58.57915949821472,1383,-0.006327329326696426,55.858912229537964,1304,0.004835262372799882,78.74766087532043,1923,-0.011299471678900826,33.726744413375854,686,0.014155332332455252,44.628177642822266,979,-0.00039881641762729925,55.45077657699585,1281,0.005924028297342675,20.18242835998535,312,-0.0019067273065737735,70.50647115707397,1694
514,-0.008108602102520394,75.13266730308533,1823,-0.005081088103136993,49.27264070510864,1104,0.00041659364422548344,15.802194595336914,190,-0.005971757995272138,63.23587608337402,1498,0.004658689313721886,42.082661628723145,905,-0.011288380854338132,73.793865442276,1785,0.01413518236678783,53.74243211746216,1231,-0.00021455635144872748,37.89402484893799,797,0.005905658180273849,15.996761560440063,193,-0.0019906608803758365,79.38747906684875,1929
515,-0.008200563894685847,33.78272724151611,684,-0.0051089289576508505,27.296643495559692,506,0.0005072552797406236,42.85713577270508,922,-0.0065381201200706935,52.18129563331604,1190,0.004824204962382942,17.662782430648804,238,-0.0111746508483739,30.564440965652466,592,0.014277560419814553,78.2809419631958,1884,0.0003892479016799318,65.37443828582764,1552,0.005992452072542764,82.3515202999115,1989,-0.0021486590768015684,52.153799057006836,1180
516,-0.008132071282923566,13.414987564086914,124,-0.004867202654567424,31.210879802703857,612,0.00023745164649860255,74.57177209854126,1803,-0.00501572693800787,29.510191917419434,568,0.00459171494386182,73.3030834197998,1769,-0.011112016450966824,14.59221887588501,158,0.014319480733668571,29.820863246917725,560,0.0002989779357983924,43.53000354766846,949,0.006080185767529778,37.298381328582764,769,-0.001490729805118113,38.537431478500366,816
517,-0.006963604550564149,55.24823975563049,1272,-0.004768896171945425,11.36195707321167,66,0.00011072886036169748,50.76460266113281,1136,-0.005063233688531226,19.724609851837158,289,0.0047354242516300365,54.82520937919617,1240,-0.011052728389681089,42.155941009521484,890,0.014372711015944334,23.092116832733154,381,0.00020774347441536862,43.05288600921631,937,0.006034073452231503,42.488383769989014,936,-0.0018567792697302644,63.583611488342285,1519
518,-0.006362876336239205,56.05748438835144,1296,-0.0048286361271705925,61.90819191932678,1469,0.00010365959766513063,52.361982583999634,1201,-0.005266587743410017,74.39397501945496,1836,0.004364408279889348,17.626799821853638,240,-0.011283569942320026,45.526761531829834,1001,0.014275718975618414,46.93605947494507,1051,0.00015208659144495086,24.632124662399292,426,0.006202304524033971,56.07402801513672,1285,-0.0016166732031026576,68.8691771030426,1633
519,-0.006060492533903854,40.39224672317505,867,-0.004804097115993522,81.0985746383667,1987,-5.8818321961621255e-05,80.69130396842957,1967,-0.005297652918558845,17.180564880371094,227,0.0043483620652785635,70.20100355148315,1694,-0.011062703797450446,42.58231067657471,928,0.014255548669741722,31.09195351600647,615,0.00036386297299311534,37.89917826652527,802,0.005862812468638783,64.79205536842346,1531,-0.0018374087718816923,58.2397518157959,1338
520,-0.006066721025675591,21.401957750320435,327,-0.00466284630623525,33.636903047561646,666,8.206221055177983e-07,27.50599217414856,492,-0.00560376957602326,53.65738558769226,1200,0.004225061401982222,79.83566784858704,1949,-0.01102335896922166,20.784409761428833,329,0.013991140587087345,73.39522910118103,1767,0.000433237332986548,25.24720311164856,444,0.0059684426908072,11.381559133529663,69,-0.0018488312865859505,67.8410575389862,1613
521,-0.0064673372383775365,41.70452356338501,886,-0.004757481173994006,68.16889548301697,1620,6.180327970863016e-05,49.98928785324097,1117,-0.0056625514423253335,71.35621309280396,1701,0.004249792103566426,40.4377818107605,858,-0.011023976108580271,71.12829756736755,1690,0.014601215434713856,60.95073866844177,1430,0.00032925423077696407,78.58026218414307,1918,0.005728417771986158,12.522643566131592,96,-0.0016425645899498618,55.53593683242798,1261
522,-0.006521132548498149,59.246790647506714,1383,-0.004600133426330763,20.860910892486572,328,-5.6299607109277995e-08,36.06882286071777,748,-0.005689579031891385,54.92943358421326,1264,0.00425851789532838,10.914721727371216,53,-0.010861779034251706,23.698583841323853,401,0.014649364620048294,15.00197434425354,163,0.00025860574915577585,79.50731682777405,1938,0.005760106598214024,38.713743925094604,821,-0.0016156068039669836,80.59809350967407,1967
523,-0.006102989989382619,62.13279104232788,1443,-0.0046197494477716325,33.07440257072449,662,-0.0004691442915501468,60.502509117126465,1421,-0.00597017992088812,79.2862479686737,1936,0.004393217445329852,38.818331241607666,818,-0.010954161977949958,63.39770174026489,1497,0.014566461662299779,15.95036268234253,181,-3.140823531696987e-05,70.58530688285828,1682,0.005689100113533832,22.883015871047974,377,-0.0019089101835061597,13.146591424942017,118
524,-0.005927632422674269,21.278154134750366,336,-0.004833423069545222,78.64784932136536,1902,-0.0005404852685474197,45.40292239189148,1002,-0.005977626868656695,9.459009408950806,15,0.0043772032147362085,79.87087678909302,1939,-0.011067647366296693,42.94604444503784,925,0.014297539393107116,35.337746143341064,729,9.1073172433034e-05,70.60193276405334,1688,0.0057693277086530385,27.608794927597046,509,-0.0018628487132844494,56.39166522026062,1300
525,-0.0056509901362226935,70.99565005302429,1703,-0.004652858913624715,21.84376311302185,347,-0.0003056585108825899,76.90906405448914,1852,-0.005880431983860719,44.002137184143066,967,0.004659431175587292,56.30762195587158,1303,-0.011057224903723148,13.604296445846558,128,0.014339812241579665,20.545803785324097,311,4.17082935231703e-05,22.857848167419434,384,0.005796885422427388,74.12865924835205,1795,-0.0019989259569363925,23.85940718650818,409
526,-0.005249199876296677,31.443065881729126,619,-0.004904168832912863,47.62161350250244,1064,-0.00023050552527411223,41.53023600578308,898,-0.005684711562162098,68.92895650863647,1653,0.004736845927627531,45.0331757068634,995,-0.010948672014124267,73.49446058273315,1776,0.014382166699621233,72.01744389533997,1728,7.180222071551564e-05,53.825149059295654,1226,0.005406398135299245,17.894710540771484,248,-0.0019776344977927183,11.03495454788208,60
527,-0.005553293747432303,19.555927276611328,293,-0.005021701030658973,18.711302042007446,265,-3.247211376824333e-06,49.243266105651855,1097,-0.005540906254089232,33.013551235198975,662,0.004764420629450766,36.5418484210968,759,-0.010989665194894343,66.35508036613464,1582,0.014065944222789842,57.94434213638306,1319,-4.44279249870433e-05,79.1910617351532,1924,0.0052912527638854364,74.31929969787598,1793,-0.0018820945512164743,71.60441064834595,1728
528,-0.006215517710197173,61.48026084899902,1447,-0.004864700011810438,69.08695697784424,1650,-8.877678043675395e-05,10.496991872787476,43,-0.005077241949863823,29.57706046104431,568,0.004597158084970338,60.567277908325195,1407,-0.011040558887113937,63.66540813446045,1514,0.01406016658519754,43.49208879470825,955,-0.000164872982551562,71.47672915458679,1699,0.005288198562110075,13.517573833465576,114,-0.0018887502935297793,35.5133638381958,717
529,-0.006171574120251636,10.85634446144104,47,-0.00438287854194643,51.34646511077881,1164,0.0006155440267526895,51.554269313812256,1177,-0.005403229537999848,62.60777187347412,1473,0.004538658317529927,16.29033374786377,203,-0.011010982967772589,43.12947750091553,938,0.013836869316281033,77.50949716567993,1879,-8.651512973713596e-05,39.692476749420166,842,0.005136065550570214,43.954368591308594,936,-0.001975386210207671,23.76373291015625,413
530,-0.006066053712884358,49.456040382385254,1093,-0.004302422205607116,65.53429198265076,1550,0.0005105678869057077,46.93932914733887,1041,-0.005368616958122461,68.17503619194031,1621,0.004246149920698834,38.59221339225769,815,-0.010962024583654903,51.850385427474976,1162,0.013780698152136239,14.307809829711914,149,-0.0001355638611788147,36.92477035522461,775,0.00508608521714722,73.99299454689026,1781,-0.0016756906347759719,71.6568877696991,1726
531,-0.006174822162864798,22.175222873687744,366,-0.004086827313093334,70.4245765209198,1697,0.0005211628469309428,70.13719940185547,1689,-0.005733676983001529,71.39170956611633,1728,0.004212929229987292,58.61307168006897,1395,-0.010988096545513425,40.75603532791138,880,0.013903988371218078,78.07166504859924,1897,0.000247970783620847,36.64054298400879,767,0.005081117041128915,23.71308708190918,417,-0.001695150047316589,59.431905031204224,1387
532,-0.006417038293090589,41.359172344207764,894,-0.004288326844041854,48.14410734176636,1084,0.0005043651104868033,25.255982637405396,448,-0.005631151834527271,54.6415901184082,1246,0.004202378623704746,42.4447295665741,937,-0.011243280952911676,47.184897899627686,1065,0.013686362395367095,71.40816760063171,1716,-9.163828325540162e-05,45.218905448913574,993,0.005211081111185095,40.993096590042114,893,-0.0016975709242400285,14.490326404571533,155
533,-0.006234084622243815,35.74848008155823,741,-0.004390998279557265,69.10102105140686,1660,0.000498572538854479,77.89252948760986,1938,-0.0056022733784793395,10.464799165725708,31,0.004274216484041246,68.50915956497192,1676,-0.011177609810668444,53.23816180229187,1215,0.013652177339189527,13.419865131378174,122,-0.00024642491162046675,22.996137380599976,387,0.005172591642494055,39.687803745269775,861,-0.0016231021184599822,13.52915358543396,125
534,-0.006165471478043313,12.165755987167358,89,-0.004372574012970274,9.810374975204468,26,0.0005389038647446691,28.034446716308594,518,-0.00547119223068807,48.78500294685364,1100,0.0042777119395888815,39.084168434143066,833,-0.011011865985727768,71.8572461605072,1729,0.013662715047319376,36.81321406364441,767,-3.9689340324046944e-05,65.09215188026428,1559,0.005323855564973061,57.081703424453735,1324,-0.001615931051913825,24.45021939277649,425
535,-0.006175832072300695,23.726295948028564,403,-0.00450311367636298,64.73761010169983,1531,0.0005982973015130469,17.74620485305786,246,-0.004236570601143046,44.24217128753662,945,0.004448213128011615,57.78942823410034,1356,-0.010966078114153746,38.06413531303406,838,0.01370887358242008,27.81439733505249,528,0.00031534827022409995,21.586512327194214,352,0.0052052258110758046,15.590298414230347,190,-0.0016266006364751237,65.61107039451599,1579
536,-0.0059989181310770865,52.33751916885376,1204,-0.004360619980973699,61.50163006782532,1448,0.0006456985597947912,65.92023277282715,1588,-0.004425442529568229,30.921998500823975,604,0.004378466299792238,11.579904556274414,70,-0.010829575234951266,49.92888784408569,1146,0.013534959468095678,29.835198879241943,582,0.0002987281570221443,20.93687653541565,331,0.005349143923327905,53.57962441444397,1217,-0.0020249953261078863,29.925514698028564,585
537,-0.00577489361443927,24.074411630630493,415,-0.004262101029817959,66.93456506729126,1598,0.0006598626370766805,81.55846309661865,1995,-0.004387968424084453,31.032535552978516,606,0.004442364863746668,39.60098695755005,837,-0.010975471105717385,74.54137587547302,1793,0.013712224353201786,76.08599281311035,1840,9.676581421749146e-05,78.36738014221191,1920,0.005197215035945505,64.14719653129578,1588,-0.0022315502609905275,16.153730869293213,211
538,-0.005803674625333029,53.92542004585266,1277,-0.004767826182944007,36.11285185813904,767,0.0005132083768968471,47.9956488609314,1098,-0.004399210048739225,72.62332105636597,1798,0.005138541086264131,10.941071033477783,57,-0.01095530230392995,70.50938582420349,1711,0.013617562893812657,56.47458815574646,1303,8.317689948709932e-05,10.133924722671509,36,0.005063718236664889,25.72136425971985,459,-0.0023653043886726127,78.10119318962097,1923
539,-0.005919339038707588,67.98763537406921,1636,-0.004950705943284227,45.47666645050049,998,0.0005566421482298122,55.743613481521606,1279,-0.004465867413414841,20.778450965881348,327,0.005813753384130969,69.09323453903198,1643,-0.010984174300123155,35.3536274433136,721,0.013418092109538904,36.52612233161926,763,-0.00016762713591257883,36.986889362335205,767,0.0049587317087032125,28.8715717792511,539,-0.0022654374440511087,29.08000373840332,553
540,-0.006653508285057078,54.20149779319763,1235,-0.004551537927109317,65.78024363517761,1565,0.00040682131173209774,51.73933005332947,1162,-0.004402484338517101,43.489392042160034,950,0.005926271903977594,49.05859088897705,1096,-0.011076309103622024,43.117759466171265,950,0.013206264117729212,29.391526699066162,558,2.711802004886271e-05,71.01881194114685,1719,0.005302244325662491,53.03477501869202,1217,-0.002328617074793678,45.40946698188782,995
541,-0.006617254106760901,75.24257564544678,1821,-0.00462780513446711,65.21279525756836,1549,0.0004964270714904121,46.700522661209106,1041,-0.004516596063916526,18.465811014175415,267,0.005809135432612848,58.33144235610962,1360,-0.01013109230907202,54.50123167037964,1268,0.013361404852673588,78.55720639228821,1966,0.000343300759572383,59.01889753341675,1390,0.0053207975472031425,61.883198499679565,1428,-0.002267044848621553,19.78696632385254,290
